slug,product_name,store_url,image_source_note
"c15-38-2-speaker-wire-2x03-100y-red-black,""C15-38-2 Speaker Wire 2x0.3 100Y Red-Black"",https://www.aliexpress.com/item/3256803164568827.html,2-core red-black speaker wire 100m roll - shared with speaker wire variants"
"c15-38-3-speaker-wire-2x03-100y-bulk,""C15-38-3 Speaker Wire 2x0.3 100Y Bulk"",https://www.aliexpress.com/item/3256803164568827.html,2-core speaker cable bulk roll - shared with speaker wire variants"
"gw-104a-usb-to-iphone-cable,""GW-104A USB to iPhone Cable"",https://www.aliexpress.com/item/32853962580.html,USB to Lightning nylon braid iPhone charging cable - shared with USB-Lightning variants"
"gw-104b-usb-to-type-c-cable,""GW-104B USB to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,Baseus USB Type-C charging cable quick charge - shared with USB-C variants"
"gw-104c-type-c-to-iphone-cable,""GW-104C Type-C to iPhone Cable"",https://www.aliexpress.com/item/1005006505041416.html,UGREEN USB-C to Lightning cable 100W fast charging - shared with C-to-Lightning variants"
"gw-104d-type-c-to-type-c-cable,""GW-104D Type-C to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,USB-C to USB-C cable fast charging - shared with C-to-C variants"
"gw-107a-usb-to-iphone-cable,""GW-107A USB to iPhone Cable"",https://www.aliexpress.com/item/32853962580.html,USB to Lightning iPhone cable nylon braided - shared with USB-Lightning variants"
"gw-107b-usb-to-type-c-cable,""GW-107B USB to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,USB to Type-C cable fast charge - shared with USB-C variants"
"gw-107c-type-c-to-iphone-cable,""GW-107C Type-C to iPhone Cable"",https://www.aliexpress.com/item/1005006505041416.html,Type-C to Lightning cable - shared with C-to-Lightning variants"
"gw-107d-type-c-to-type-c-cable,""GW-107D Type-C to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,Type-C to Type-C cable - shared with C-to-C variants"
"gw-151-3-in-1-charging-cable,""GW-151 3-in-1 Charging Cable"",https://www.aliexpress.com/item/1005001302936006.html,Hoco 3-in-1 USB cable Lightning Micro-USB Type-C"
"gw-180-3-in-1-charging-cable,""GW-180 3-in-1 Charging Cable"",https://www.aliexpress.com/item/32700972505.html,3-in-1 multi USB charger cable Lightning/Micro/Type-C - shared with 3-in-1 variants"
"gw-195a-usb-to-iphone-cable,""GW-195A USB to iPhone Cable"",https://www.aliexpress.com/item/32853962580.html,USB to Lightning cable - shared with USB-Lightning variants"
"gw-195b-usb-to-type-c-cable,""GW-195B USB to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,USB to Type-C cable - shared with USB-C variants"
"gw-195c-type-c-to-iphone-cable,""GW-195C Type-C to iPhone Cable"",https://www.aliexpress.com/item/1005006505041416.html,Type-C to Lightning cable - shared with C-to-Lightning variants"
"gw-195d-type-c-to-type-c-cable,""GW-195D Type-C to Type-C Cable"",https://www.aliexpress.com/item/32950206829.html,USB-C to USB-C cable - shared with C-to-C variants"
"g-119-usb-type-c-lightning-charger,""G-119 USB + Type-C + Lightning Charger"",https://www.aliexpress.com/item/32764220912.html,Multi-port USB wall charger adapter EU plug - shared with wall charger variants"
"gw-154-usb-charger,""GW-154 USB Charger"",https://www.aliexpress.com/item/1005001385687342.html,Vention USB fast wall charger 5V 2.4A EU adapter"
"gw-163-type-c-charger,""GW-163 Type-C Charger"",https://www.aliexpress.com/item/4000623838970.html,2-port USB-C Type-A 60W wall charger fast charging"
"rj-tianye-12v-intelligent-pulse-repair-charger-ng-146,""RJ TIANYE 12V INTELLIGENT PULSE REPAIR CHARGER -NG-146"",https://www.aliexpress.com/item/1005001566464981.html,Full automatic 12V/24V intelligent pulse repair battery charger"
"10cm-ashtray,""10cm Ashtray"",https://www.aliexpress.com/item/4000193818017.html,Round spinning stainless steel ashtray with cover - shared with ashtray variants"
"12cm-ashtray,""12cm Ashtray"",https://www.aliexpress.com/item/4000193818017.html,Round stainless steel ashtray 12cm - shared with ashtray variants"
"180-degree-clip-fan-220v,""180 Degree Clip Fan 220V"",https://www.aliexpress.com/item/4000822981548.html,220V 180 degree adjustable mini desktop clip-on fan"
"5-hole-air-cooler-fan,""5-Hole Air Cooler Fan"",https://www.aliexpress.com/item/1005003739833579.html,Portable water cooled evaporative air cooler desktop fan - shared with air cooler variants"
"6826a-mini-fan,""6826A Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Hot portable mini handheld rechargeable USB fan - shared with mini fan variants"
"9l-air-conditioner-fan,""9L Air Conditioner Fan"",https://www.aliexpress.com/item/1005002165117770.html,USB portable air cooler fan desktop air conditioner 9L - shared with air cooler fan variants"
"a30-portable-air-cooler-9l,""A30 Portable Air Cooler 9L"",https://www.aliexpress.com/item/1005003739833579.html,Portable evaporative air cooler 9L desktop fan - shared with air cooler variants"
"air-conditioner-30l,""Air Conditioner 30L"",https://www.aliexpress.com/item/4001174769327.html,Air cooler fan USB mini portable air conditioner desktop"
"c15-20-1-duster-cloth,""C15-20-1 Duster Cloth"",https://www.aliexpress.com/w/wholesale-duster-cloth.html,AliExpress category page for duster cloth microfiber"
"c15-20-12-welcome-floor-mat,""C15-20-12 Welcome Floor Mat"",https://www.aliexpress.com/item/4000998372453.html,Extra large indoor outdoor welcome doormat non-slip"
"c15-20-13-english-text-floor-mat,""C15-20-13 English Text Floor Mat"",https://www.aliexpress.com/item/32967320046.html,English text welcome doormat rubber non-slip - shared with floor mat variants"
"c15-20-14-english-text-floor-mat-variant,""C15-20-14 English Text Floor Mat (variant)"",https://www.aliexpress.com/item/32967320046.html,English text floor mat variant - shared with floor mat variants"
"c15-20-2-large-duster-cloth,""C15-20-2 Large Duster Cloth"",https://www.aliexpress.com/w/wholesale-duster-cloth.html,AliExpress category page for large duster cloth"
"c15-20-3-clothes-hanger,""C15-20-3 Clothes Hanger"",https://www.aliexpress.com/w/wholesale-clothes-hanger.html,AliExpress category page for plastic clothes hanger"
"c15-20-4-large-clothes-hanger,""C15-20-4 Large Clothes Hanger"",https://www.aliexpress.com/w/wholesale-clothes-hanger.html,AliExpress category for large clothes hanger"
"c15-20-7-toilet-brush-with-holder,""C15-20-7 Toilet Brush with Holder"",https://www.aliexpress.com/item/634185288.html,Flexible cleaning toilet brush with holder"
"c15-20-8-scouring-ball,""C15-20-8 Scouring Ball"",https://www.aliexpress.com/w/wholesale-scouring-ball.html,AliExpress scouring ball/steel wool category"
"c15-24-11-dorco-kids-toothbrush-pack,""C15-24-11 Dorco Kid's Toothbrush Pack"",https://www.aliexpress.com/item/32428467377.html,Children soft bristle toothbrush pack - shared with kids toothbrush variants"
"c15-24-12-alan-childrens-toothbrush-12-pack,""C15-24-12 Alan Children's Toothbrush 12-Pack"",https://www.aliexpress.com/item/1878257855.html,12pcs soft bristle children toothbrush pack - shared with toothbrush 12-pack variants"
"c15-24-2-12-pack-toothbrush-good-corona,""C15-24-2 12-Pack Toothbrush Good Corona"",https://www.aliexpress.com/item/1878257855.html,12-piece soft toothbrush pack - shared with 12-pack toothbrush variants"
"c15-24-4-12-pack-abao-toothbrush,""C15-24-4 12-Pack Abao Toothbrush"",https://www.aliexpress.com/item/1878257855.html,12-pack soft bristle toothbrush - shared with 12-pack toothbrush variants"
"c15-24-42-electric-mosquito-liquid-set-with-2-refills-0482-b2,""C15-24-42 Electric Mosquito Liquid Set with 2 Refills"",https://www.aliexpress.com/item/1005005830707236.html,Portable electric mosquito repellent USB with tablet refills"
"c15-24-6-30-pack-sanfeng-toothbrush,""C15-24-6 30-Pack Sanfeng Toothbrush"",https://www.aliexpress.com/item/1005009084096537.html,10/30-pack family toothbrush bamboo charcoal soft bristles"
"c15-25-10-paper-mosquito-coil,""C15-25-10 Paper Mosquito Coil"",https://www.aliexpress.com/item/4000810285056.html,Mosquito coil holder and coil set - shared with mosquito coil variants"
"c15-25-11-mosquito-coil-tray-plastic,""C15-25-11 Mosquito Coil Tray (Plastic)"",https://www.aliexpress.com/item/4000810285056.html,Anti-slip plastic mosquito coil holder round rack with cover"
"c15-25-12-mosquito-coil-tray-metal-decorative,""C15-25-12 Mosquito Coil Tray (Metal Decorative)"",https://www.aliexpress.com/item/4001217804368.html,Spiral iron mosquito coil frame incense rack metal decorative"
"c15-25-13-blue-toilet-bubble-cleaner-4-pack,""C15-25-13 Blue Toilet Bubble Cleaner 4-Pack"",https://www.aliexpress.com/item/4001272282251.html,Blue bubble toilet cleaner magic automatic flush - shared with toilet cleaner variants"
"c15-25-14-blue-toilet-bubble-cleaner-2-pack,""C15-25-14 Blue Toilet Bubble Cleaner 2-Pack"",https://www.aliexpress.com/item/1005001447736960.html,3-month cleaning treasure blue bubble toilet cleaner - shared with toilet cleaner variants"
"c15-25-15-fly-glue-board,""C15-25-15 Fly Glue Board"",https://www.aliexpress.com/item/4000019445277.html,Mouse/fly glue board sticky trap non-toxic - shared with glue trap variants"
"c15-25-16-cockroach-killing-bait-powder,""C15-25-16 Cockroach Killing Bait Powder"",https://www.aliexpress.com/item/32898055645.html,Roach killer effective cockroach kill bait powder"
"c15-25-17-ant-killing-bait-powder,""C15-25-17 Ant Killing Bait Powder"",https://www.aliexpress.com/item/32739640207.html,Kill cockroach drug ants medicine insecticide powder - shared with pest bait variants"
"c15-25-18-camphor-pearl-balls-100g,""C15-25-18 Camphor Pearl Balls 100g"",https://www.aliexpress.com/w/wholesale-camphor-balls.html,AliExpress camphor moth balls category"
"c15-25-41-fly-catch-trap-ribbons-4-pack,""C15-25-41 Fly Catch Trap Ribbons 4-Pack"",https://www.aliexpress.com/item/4000019445277.html,Sticky fly catch trap board/ribbon - shared with sticky trap variants"
"c15-25-42-dual-use-mosquito-coil-0482-b2-national-standard,""C15-25-42 Dual-Use Mosquito Coil"",https://www.aliexpress.com/item/4000810285056.html,Mosquito coil with tray holder set - shared with mosquito coil variants"
"c15-25-43-electric-mosquito-liquid-set-with-1-refill-482-b1,""C15-25-43 Electric Mosquito Liquid Set with 1 Refill"",https://www.aliexpress.com/item/1005005830707236.html,Electric mosquito repellent plug-in set with refill - shared with repellent variants"
"c15-25-44-mosquito-repellent-liquid-refill-2540,""C15-25-44 Mosquito Repellent Liquid Refill"",https://www.aliexpress.com/item/1005004038026289.html,45ML mosquito repellent liquid refill for electric device"
"c15-25-45-electric-mosquito-liquid-refill-60-nights,""C15-25-45 Electric Mosquito Liquid Refill 60 Nights"",https://www.aliexpress.com/item/1005004038026289.html,Electric mosquito repellent liquid refill 60 nights - shared with refill variants"
"c15-25-7-mouse-rat-glue-trap-board-70g,""C15-25-7 Mouse & Rat Glue Trap Board 70g"",https://www.aliexpress.com/item/32881839818.html,Mice trap rat trap glue board sticky mouse non-toxic"
"c15-25-8-ct-large-mosquito-coil,""C15-25-8 CT Large Mosquito Coil"",https://www.aliexpress.com/item/4000810285056.html,Large mosquito coil with tray - shared with mosquito coil variants"
"c15-25-9-ct-small-mosquito-coil,""C15-25-9 CT Small Mosquito Coil"",https://www.aliexpress.com/item/4000810285056.html,Small mosquito coil - shared with mosquito coil variants"
"c15-32-1-yaodongbang-fresh-scented-cleaning-wipes,""C15-32-1 Yaodongbang Fresh-Scented Cleaning Wipes"",https://www.aliexpress.com/item/4000844301742.html,80-pack disinfectant antiseptic wet wipes cleaning tissue"
"c15-32-2-baby-tender-baby-wipes,""C15-32-2 Baby Tender Baby Wipes"",https://www.aliexpress.com/item/4001161785494.html,Naive Babe 80-pack baby wipes with lid non-irritating"
"c15-34-10-xyj-30-stainless-steel-clothes-pegs-30-pack,""C15-34-10 XYJ-30 Stainless Steel Clothes Pegs 30-Pack"",https://www.aliexpress.com/item/4000172175153.html,100pcs stainless steel clothes pegs clips for laundry drying"
"c15-34-11-cy12cm-stainless-steel-clothes-clips,""C15-34-11 CY12CM Stainless Steel Clothes Clips"",https://www.aliexpress.com/item/32818666474.html,Stainless steel clothes pegs big size beach towel clips"
"c15-34-3-g428-flat-plastic-scrubbing-brush,""C15-34-3 G428 Flat Plastic Scrubbing Brush"",https://www.aliexpress.com/item/32933258116.html,Hand-held wooden/plastic dish brush scrubbing brush - shared with scrubbing brush variants"
"c15-34-4-g400-plastic-household-brush,""C15-34-4 G400 Plastic Household Brush"",https://www.aliexpress.com/item/32969316484.html,Long handle plastic household cleaning brush broom"
"c15-34-5-t428-wooden-scrubbing-brush,""C15-34-5 T428 Wooden Scrubbing Brush"",https://www.aliexpress.com/item/32933258116.html,Hand-held wooden scrubbing brush kitchen cleaner - shared with wooden brush variants"
"c15-34-6-small-400-compact-wooden-brush,""C15-34-6 Small 400 Compact Wooden Brush"",https://www.aliexpress.com/item/32933258116.html,Compact wooden cleaning brush - shared with wooden brush variants"
"c15-42-60-branch-pruning-scissors,""C15-42-60 Branch Pruning Scissors"",https://www.aliexpress.com/item/32734526903.html,17cm garden scissor hand pruner branch shear secateur"
"dd5007m11-mini-fan,""DD5007(M11) Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Portable mini handheld rechargeable USB desk fan - shared with mini fan variants"
"fp1528b-mini-fan,""FP1528B Mini Fan"",https://www.aliexpress.com/item/1005002358222824.html,Handheld mini air cooler portable USB fan - shared with mini fan variants"
"fq1522-mini-fan,""FQ1522 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Portable mini handheld USB desk fan - shared with mini fan variants"
"h09-humidifier,""H09 Humidifier"",https://www.aliexpress.com/item/32869641402.html,Mini USB air humidifier portable ultrasonic mist maker with LED"
"hk59-mini-fan,""HK59 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Portable mini handheld rechargeable fan - shared with mini fan variants"
"hk59-20a-mini-fan,""HK59-20A Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld USB fan - shared with mini fan variants"
"hk59-21b-mini-fan,""HK59-21B Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld USB fan - shared with mini fan variants"
"hx-z1-mini-fan,""HX-Z1 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld portable rechargeable USB fan - shared with mini fan variants"
"hx103-mini-fan,""HX103 Mini Fan"",https://www.aliexpress.com/item/1005002358222824.html,Handheld mini USB cooling fan - shared with mini fan variants"
"jb103-mini-fan,""JB103 Mini Fan"",https://www.aliexpress.com/item/1005002358222824.html,Mini air cooler portable USB fan - shared with mini fan variants"
"jl8818-mini-fan,""JL8818 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld fan portable rechargeable USB - shared with mini fan variants"
"lp501-mini-fan,""LP501 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Portable mini handheld USB fan - shared with mini fan variants"
"lp5101-mini-fan,""LP5101 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini fan portable - shared with mini fan variants"
"lp512-mini-fan,""LP512 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini portable rechargeable USB fan - shared with mini fan variants"
"lp551-mini-fan,""LP551 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld USB pocket fan - shared with mini fan variants"
"mini139-mini-fan,""MINI139 Mini Fan"",https://www.aliexpress.com/item/1005004072004922.html,TikTok mini personal portable USB rechargeable handheld fan"
"mj127-mini-fan,""MJ127 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini portable handheld fan - shared with mini fan variants"
"oversize-handheld-mini-fan,""Oversize Handheld Mini Fan"",https://www.aliexpress.com/item/32894613470.html,4000mAh rechargeable USB handheld mini fan large"
"sk59-mini-fan,""SK59 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini handheld USB fan - shared with mini fan variants"
"sq612-handheld-mini-fan,""SQ612 Handheld Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Handheld mini fan portable - shared with mini fan variants"
"sq7777-mini-fan,""SQ7777 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini portable handheld fan - shared with mini fan variants"
"sq7777-2-mini-fan,""SQ7777-2 Mini Fan"",https://www.aliexpress.com/item/33025979185.html,Mini fan variant - shared with mini fan variants"
"zb088-mini-fan,""ZB088 Mini Fan"",https://www.aliexpress.com/item/1005002358222824.html,Handheld mini air cooler portable USB fan - shared with mini fan variants"
"zb088b-mini-fan,""ZB088B Mini Fan"",https://www.aliexpress.com/item/1005002358222824.html,Mini portable USB cooling fan - shared with mini fan variants"
"0130-10-32cm-granite-wok,""0130-10 32cm Granite Wok"",https://www.aliexpress.com/item/1005002084417156.html,316 stainless steel non-stick granite wok 30/32/34cm"
"0130-11-gold-line-10-piece-cookware-set,""0130-11 Gold Line 10-Piece Cookware Set"",https://www.aliexpress.com/item/1005005920177028.html,13-piece non-stick pots and pans cookware set - shared with cookware set variants"
"0130-12-4-piece-diamond-soup-pot-set,""0130-12 4-Piece Diamond Soup Pot Set"",https://www.aliexpress.com/item/32848979560.html,3-piece cookware pot set non-stick flat bottom - shared with pot set variants"
"0130-13-6-piece-stainless-steel-pot-set,""0130-13 6-Piece Stainless Steel Pot Set"",https://www.aliexpress.com/item/4001274132203.html,Stainless steel wok/pot set cookware - shared with SS pot set variants"
"0130-14-export-10-piece-gold-handle-cookware-set,""0130-14 Export 10-Piece Gold Handle Cookware Set"",https://www.aliexpress.com/item/1005005920177028.html,Non-stick cookware set gold handle - shared with cookware set variants"
"0130-15-colorful-13-piece-cookware-set,""0130-15 Colorful 13-Piece Cookware Set"",https://www.aliexpress.com/item/1005005986456813.html,13-piece foreign trade non-stick cookware set colorful"
"0130-16-13-piece-non-stick-cookware-set,""0130-16 13-Piece Non-Stick Cookware Set"",https://www.aliexpress.com/item/1005002933176145.html,13-piece non-stick granite cookware set induction base"
"0130-17-6-piece-iron-soup-pot-set,""0130-17 6-Piece Iron Soup Pot Set"",https://www.aliexpress.com/item/32870109613.html,Refined cast iron wok/pot thickened flat bottom cooking"
"0130-7-13-piece-non-stick-pot-set,""0130-7 13-Piece Non-Stick Pot Set"",https://www.aliexpress.com/item/1005002933176145.html,13-piece non-stick cookware pot set - shared with cookware set variants"
"0130-8-8-piece-marble-soup-pot-set,""0130-8 8-Piece Marble Soup Pot Set"",https://www.aliexpress.com/item/1005004207314259.html,Aluminum non-stick granite marble cookware set"
"0130-9-32cm-stainless-steel-wok,""0130-9 32cm Stainless Steel Wok"",https://www.aliexpress.com/item/4001274132203.html,32cm stainless steel wok Chinese cooking pot"
"0144-13-scf-silver-knife-6-pack,""0144-13 SCF Silver Knife 6-Pack"",https://www.aliexpress.com/item/32915217670.html,6-piece stainless steel kitchen knife set - shared with knife set variants"
"0144-14-scf-gold-knife-6-pack,""0144-14 SCF Gold Knife 6-Pack"",https://www.aliexpress.com/item/32382534011.html,6-piece colorful stainless steel kitchen knives gold set"
"20cm-wood-handle-strainer,""20cm Wood Handle Strainer"",https://www.aliexpress.com/item/32828524320.html,Stainless steel kitchen strainer/drainer with handle - shared with strainer variants"
"22-6-piece-knife-box-set,""22# 6-Piece Knife Box Set"",https://www.aliexpress.com/item/4001084286884.html,Hausroland 6pcs kitchen knife set with box"
"25cm-wire-mesh-basket,""25cm Wire Mesh Basket"",https://www.aliexpress.com/item/4000262275287.html,Foldable kitchen wire mesh strainer/basket stainless steel"
"3-piece-two-colour-knife-set,""3-Piece Two-Colour Knife Set"",https://www.aliexpress.com/item/32915217670.html,3-piece stainless steel kitchen knife set two-colour"
"8269s2-4-sided-grater-9-inch,""8269S2 4-Sided Grater 9-Inch"",https://www.aliexpress.com/item/1005002752336484.html,Stainless steel 4-sided box grater for kitchen"
"8359s2-6-sided-grater-9-inch,""8359S2 6-Sided Grater 9-Inch"",https://www.aliexpress.com/item/32839224296.html,Vegetable slicer stainless steel box grater 6-sided"
"a16-portable-juicer,""A16 Portable Juicer"",https://www.aliexpress.com/item/1005003440388859.html,Portable mini electric juicer USB rechargeable blender"
"ajm8853-vegetable-grater,""AJM8853 Vegetable Grater"",https://www.aliexpress.com/item/1005002787613220.html,Multi-purpose stainless steel vegetable slicer grater cutter - shared with grater variants"
"bm-plastic-edge-round-grater,""BM Plastic-Edge Round Grater"",https://www.aliexpress.com/item/1005002752336484.html,Multipurpose stainless steel grater with plastic edge"
"c-110-plastic-handle-cleaver,""C-110 Plastic Handle Cleaver"",https://www.aliexpress.com/item/32915217670.html,Stainless steel cleaver with plastic/ABS handle - shared with cleaver variants"
"c15-20-10-bamboo-skewers-15cm,""C15-20-10 Bamboo Skewers 15cm"",https://www.aliexpress.com/item/4000110906665.html,18cm square bamboo skewers BBQ sticks - shared with bamboo skewer variants"
"c15-20-11-bamboo-skewers-30cm,""C15-20-11 Bamboo Skewers 30cm"",https://www.aliexpress.com/item/4000493160310.html,500pcs thick bamboo skewer sticks 30cm BBQ"
"c15-20-9-bamboo-skewers-20cm,""C15-20-9 Bamboo Skewers 20cm"",https://www.aliexpress.com/item/32870077563.html,100pcs bamboo skewers 20cm BBQ natural wood sticks"
"c15-42-16-jia-yuan-2-piece-knife-sharpening-rod,""C15-42-16 Jia Yuan 2-Piece Knife + Sharpening Rod"",https://www.aliexpress.com/item/32734526903.html,Knife and sharpening rod set - shared with knife+sharpener variants"
"c15-42-17-ld11-1-8-inch-chef-knife,""C15-42-17 LD11-1 8-Inch Chef Knife"",https://www.aliexpress.com/item/32884466796.html,XYj 6-piece stainless steel chef knife set - shared with chef knife variants"
"c15-42-19-ld-11-5k-75-inch-round-hole-knife,""C15-42-19 LD-11-5K 7.5-Inch Round-Hole Knife"",https://www.aliexpress.com/item/32915217670.html,Stainless steel kitchen knife with round hole design"
"c15-42-2-jy-k34-3-piece-knife-set,""C15-42-2 JY-K34 3-Piece Knife Set"",https://www.aliexpress.com/item/32915217670.html,3-piece stainless steel knife set kitchen - shared with 3-piece knife variants"
"c15-42-20-ld11-6-75-inch-flat-cleaver,""C15-42-20 LD11-6 7.5-Inch Flat Cleaver"",https://www.aliexpress.com/item/32915217670.html,Stainless steel flat cleaver 7.5 inch - shared with cleaver variants"
"c15-42-21-stainless-steel-oil-grid-3-piece,""C15-42-21 Stainless Steel Oil Grid 3-Piece"",https://www.aliexpress.com/item/32828524320.html,Stainless steel kitchen grid/strainer 3-piece set"
"c15-42-24-steak-knife-set-j622-6-piece,""C15-42-24 Steak Knife Set J622 6-Piece"",https://www.aliexpress.com/item/1005004233348970.html,German steel steak knife set 6-piece serrated"
"c15-42-28-stainless-steel-wire-grater,""C15-42-28 Stainless Steel Wire Grater"",https://www.aliexpress.com/item/1005002752336484.html,Stainless steel multipurpose wire grater - shared with grater variants"
"c15-42-32-9-inch-square-heart-clip,""C15-42-32 9-Inch Square Heart Clip"",https://www.aliexpress.com/w/wholesale-food-clip-tongs.html,AliExpress category for kitchen food tongs/clips"
"c15-42-34-scraper-blade,""C15-42-34 Scraper Blade"",https://www.aliexpress.com/item/32810041226.html,Plastic scraper cleaning blade tool"
"c15-42-35-bottle-opener,""C15-42-35 Bottle Opener"",https://www.aliexpress.com/w/wholesale-bottle-opener.html,AliExpress bottle opener category"
"c15-42-36-kitchen-scissors-024,""C15-42-36 Kitchen Scissors 024"",https://www.aliexpress.com/w/wholesale-kitchen-scissors.html,AliExpress kitchen scissors category"
"c15-42-37-kitchen-scissors-038,""C15-42-37 Kitchen Scissors 038"",https://www.aliexpress.com/w/wholesale-kitchen-scissors.html,AliExpress kitchen scissors category - shared with kitchen scissors variants"
"c15-42-39-strong-scissors-d-54,""C15-42-39 Strong Scissors D-54"",https://www.aliexpress.com/w/wholesale-heavy-duty-scissors.html,AliExpress heavy duty scissors category"
"c15-42-42-black-knife-set-6-piece,""C15-42-42 Black Knife Set 6-Piece"",https://www.aliexpress.com/item/32915217670.html,Sowoll 6-piece black blade stainless steel knife set"
"c15-42-43-bk816-star-bo-knife-set-8-piece,""C15-42-43 BK816 Star Bo Knife Set 8-Piece"",https://www.aliexpress.com/item/32884466796.html,8-piece stainless steel knife set with block - shared with knife set variants"
"c15-42-44-18cm-wood-handle-strainer,""C15-42-44 18cm Wood Handle Strainer"",https://www.aliexpress.com/item/32828524320.html,18cm wood handle stainless steel strainer - shared with strainer variants"
"c15-42-53-plane-cutter-802611,""C15-42-53 Plane Cutter 802611"",https://www.aliexpress.com/w/wholesale-vegetable-peeler.html,AliExpress vegetable plane peeler/cutter category"
"c15-42-56-pizza-cutter,""C15-42-56 Pizza Cutter"",https://www.aliexpress.com/w/wholesale-pizza-cutter.html,AliExpress pizza cutter/wheel category"
"c15-42-58-black-angled-spatula,""C15-42-58 Black Angled Spatula"",https://www.aliexpress.com/w/wholesale-kitchen-spatula.html,AliExpress kitchen spatula category"
"c15-42-59-stainless-steel-4-in-1-bottle-opener,""C15-42-59 Stainless Steel 4-in-1 Bottle Opener"",https://www.aliexpress.com/w/wholesale-bottle-opener.html,AliExpress 4-in-1 bottle opener category"
"c15-44-1-kzh-stainless-steel-spoon-12-pack,""C15-44-1 KZH Stainless Steel Spoon 12-Pack"",https://www.aliexpress.com/item/1005003328720752.html,12pcs gold stainless steel tableware spoon set"
"c15-44-2-kzh-stainless-steel-fork-12-pack,""C15-44-2 KZH Stainless Steel Fork 12-Pack"",https://www.aliexpress.com/item/32956669713.html,Dinner set cutlery knives forks spoons stainless steel 12-pack"
"c15-44-3-kzh-stainless-steel-knife-12-pack,""C15-44-3 KZH Stainless Steel Knife 12-Pack"",https://www.aliexpress.com/item/32956669713.html,Stainless steel dinner knife 12-pack"
"c15-44-5-scf-spoon-6-pack,""C15-44-5 SCF Spoon 6-Pack"",https://www.aliexpress.com/item/1005001633696552.html,Stainless steel silver cutlery spoon 6-pack"
"c15-44-6-scf-fork-6-pack,""C15-44-6 SCF Fork 6-Pack"",https://www.aliexpress.com/item/1005001633696552.html,Stainless steel silver fork 6-pack"
